0,124409,2017-06-26 12:33:42,201706261123342,0,1
1,124408,2017-06-26 12:33:43,201706261123343,1,0
2,124408,2017-06-26 12:33:44,201706261123344,2,0
3,124408,2017-06-26 12:33:44,201706261123344,2,1
4,124408,2017-06-26 12:33:45,201706261123345,2,2
5,124408,2017-06-26 12:33:46,201706261123346,2,3
6,124408,2017-06-26 12:33:47,201706261123347,2,4
7,124405,2017-06-26 12:33:48,201706261123348,1,0
8,124405,2017-06-26 12:33:48,201706261123348,2,0
9,124405,2017-06-26 12:33:49,201706261123349,2,1
10,124405,2017-06-26 12:33:50,201706261123350,2,2
11,124405,2017-06-26 12:33:51,201706261123351,2,3
12,124405,2017-06-26 12:33:51,201706261123351,2,4
13,124405,2017-06-26 12:33:52,201706261123352,2,5
14,124405,2017-06-26 12:33:53,201706261123353,2,6
15,124405,2017-06-26 12:33:54,201706261123354,2,7
16,124405,2017-06-26 12:33:55,201706261123355,2,8
17,124405,2017-06-26 12:33:55,201706261123355,2,9
18,124405,2017-06-26 12:33:56,201706261123356,2,10
19,124405,2017-06-26 12:33:57,201706261123357,2,11
20,124405,2017-06-26 12:33:58,201706261123358,2,12
21,124405,2017-06-26 12:33:58,201706261123358,2,13
22,124405,2017-06-26 12:33:59,201706261123359,2,14
23,124405,2017-06-26 12:34:00,201706261123400,2,15
24,124405,2017-06-26 12:34:01,201706261123401,2,16
25,124405,2017-06-26 12:34:01,201706261123401,2,17
26,124405,2017-06-26 12:34:02,201706261123402,2,18
27,124405,2017-06-26 12:34:03,201706261123403,2,19
28,124405,2017-06-26 12:34:04,201706261123404,2,20
29,124405,2017-06-26 12:34:04,201706261123404,2,21
30,124405,2017-06-26 12:34:05,201706261123405,2,22
31,124405,2017-06-26 12:34:06,201706261123406,2,23
32,124400,2017-06-26 12:34:07,201706261123407,1,0
33,124405,2017-06-26 12:34:08,201706261123408,0,0
34,124405,2017-06-26 12:34:08,201706261123408,2,0
35,124400,2017-06-26 12:34:09,201706261123409,1,0
36,124405,2017-06-26 12:34:10,201706261123410,0,0
37,124400,2017-06-26 12:34:11,201706261123411,1,0
38,124398,2017-06-26 12:34:12,201706261123412,1,1
39,124400,2017-06-26 12:34:12,201706261123412,0,0
40,124398,2017-06-26 12:34:13,201706261123413,1,0
41,124397,2017-06-26 12:34:14,201706261123414,1,1
42,124398,2017-06-26 12:34:15,201706261123415,0,0
43,124398,2017-06-26 12:34:15,201706261123415,2,0
44,124398,2017-06-26 12:34:16,201706261123416,2,1
45,124398,2017-06-26 12:34:17,201706261123417,2,2
46,124398,2017-06-26 12:34:18,201706261123418,2,3
47,124398,2017-06-26 12:34:18,201706261123418,2,4
48,124398,2017-06-26 12:34:19,201706261123419,2,5
49,124398,2017-06-26 12:34:20,201706261123420,2,6
50,124399,2017-06-26 12:34:21,201706261123421,0,0
51,124399,2017-06-26 12:34:21,201706261123421,2,0
52,124399,2017-06-26 12:34:22,201706261123422,2,1
53,124399,2017-06-26 12:34:23,201706261123423,2,2
54,124399,2017-06-26 12:34:24,201706261123424,2,3
55,124399,2017-06-26 12:34:24,201706261123424,2,4
56,124399,2017-06-26 12:34:25,201706261123425,2,5
57,124399,2017-06-26 12:34:26,201706261123426,2,6
58,124399,2017-06-26 12:34:27,201706261123427,2,7
59,124399,2017-06-26 12:34:27,201706261123427,2,8
60,124399,2017-06-26 12:34:28,201706261123428,2,9
61,124399,2017-06-26 12:34:29,201706261123429,2,10
62,124399,2017-06-26 12:34:29,201706261123429,2,11
